month,day,hour,day of week,air_temp_f,3039 power (kW),3538 power (kW),4031 power (kW),6139 power (kW),7951 power (kW),8386 power (kW),8565 power (kW),9278 power (kW),power(kW)
4.0,21.0,22.0,5.0,67.83,0.91125,0.37775,0.4265,4.88025,0.48675,0.41975,0.802,1.22925,9.5335
4.0,21.0,23.0,5.0,66.88,0.95325,0.404,0.4415,2.929,0.481,0.326,0.7415,0.9575,7.233750000000001
4.0,22.0,0.0,6.0,65.15,1.01475,0.307,0.34225,0.83075,0.541,0.30525,0.6695,0.7675,4.778
4.0,22.0,1.0,6.0,62.52,2.011,0.29575,0.311,0.7855,0.51975,0.24925,0.99175,0.97925,6.14325
4.0,22.0,2.0,6.0,60.59,3.07925,0.241,0.3115,0.79425,0.49375,0.27575,0.623,0.85,6.668500000000001
4.0,22.0,3.0,6.0,58.31,1.42075,0.268,0.31325,0.79325,0.32825,0.265,0.868,0.88025,5.13675
4.0,22.0,4.0,6.0,56.19,0.87525,0.2615,0.31425,0.89175,0.3305,0.2425,0.6135,0.804,4.33325
4.0,22.0,5.0,6.0,54.2,1.395,0.332,0.2995,0.86,0.90775,0.35025,0.604,0.73125,5.47975
4.0,22.0,6.0,6.0,53.46,0.6965,0.27125,0.311,0.87025,0.2975,0.8420000000000001,0.60025,0.84175,4.7305
4.0,22.0,7.0,6.0,53.63,0.75425,0.27375,0.312,0.78175,0.6045,0.3585,0.60825,0.777,4.47
4.0,22.0,8.0,6.0,54.52,3.4865,0.2745,0.30275,0.936,0.39225,0.7645,0.60225,0.89125,7.6499999999999995
4.0,22.0,9.0,6.0,56.13,2.12425,0.441,0.36775,1.2245,0.309,0.562,0.60225,1.15275,6.7835
4.0,22.0,10.0,6.0,57.98,1.62825,0.33725,0.58725,1.193,0.48225,0.26875,0.6405,0.8975,6.03475
4.0,22.0,11.0,6.0,60.66,1.52925,0.30925,0.31375,2.866,0.45275,0.348,0.64525,0.87675,7.341
4.0,22.0,12.0,6.0,64.85,1.5695,0.6890000000000001,0.4105,2.28825,0.9005,0.3005,0.62875,1.52,8.307
4.0,22.0,13.0,6.0,68.48,1.6465,0.58675,0.526,1.88625,0.4795,0.30475,2.00475,2.0225,9.457
4.0,22.0,14.0,6.0,71.19,2.619,0.25525,0.591,3.3965,0.86275,0.34125,3.52975,2.42425,14.019750000000002
4.0,22.0,15.0,6.0,74.28,2.2205,0.29225,0.55225,1.3295,0.7829999999999999,0.2995,0.76025,1.53,7.767250000000001
4.0,22.0,16.0,6.0,76.36,1.77175,0.27875,0.599,1.47125,0.88025,0.58,1.138,2.54325,9.26225
4.0,22.0,17.0,6.0,76.91,1.89325,0.38075,0.50275,1.03425,0.7925,2.1945,2.009,3.059,11.866
4.0,22.0,18.0,6.0,76.71,2.638,0.523,0.76675,0.931,0.79075,1.09875,2.39275,3.5315,12.6725
4.0,22.0,19.0,6.0,74.89,3.8185,0.6805,0.5685,1.64825,1.49025,1.06025,1.6469999999999998,4.4795,15.39275
4.0,22.0,20.0,6.0,71.64,4.37,0.4145,1.42175,1.341,0.86625,0.7025,1.29625,4.03325,14.445500000000003
4.0,22.0,21.0,6.0,67.09,2.99925,0.4135,3.70675,3.649,0.73775,0.46975,1.18525,2.9165,16.077749999999998
4.0,22.0,22.0,6.0,64.75,2.22325,0.40775,0.61025,4.17725,1.03675,0.34875,1.07075,2.607,12.481750000000002
4.0,22.0,23.0,6.0,62.56,0.7585,0.36225,0.562,1.5715,0.65725,0.275,0.79125,1.81775,6.7955
4.0,23.0,0.0,0.0,60.97,0.8315,0.28875,0.35975,0.7020000000000001,0.408,0.27425,1.012,1.4905,5.36675
4.0,23.0,1.0,0.0,58.7,0.81,0.23125,0.3365,0.6705,0.509,0.27275,0.613,1.3325,4.775499999999999
4.0,23.0,2.0,0.0,55.62,1.643,0.24125,0.313,0.62975,0.48375,0.2425,0.60425,1.26275,5.420250000000001
4.0,23.0,3.0,0.0,53.68,0.80875,0.2095,0.31225,0.58725,0.3675,0.3,0.6015,1.25125,4.438
4.0,23.0,4.0,0.0,52.59,1.055,0.223,0.31175,0.6235,0.3645,0.2375,0.602,1.1965,4.61375
4.0,23.0,5.0,0.0,50.79,1.07525,0.19625,0.32575,0.75975,0.33925,0.37775,0.5975,1.21275,4.88425
4.0,23.0,6.0,0.0,51.0,1.3730000000000002,0.21575,0.39525,0.682,0.8225,1.294,0.74825,1.20675,6.737500000000001
4.0,23.0,7.0,0.0,51.33,1.34325,0.3085,0.64125,1.13425,0.588,0.601,0.65025,1.2819999999999998,6.5485
4.0,23.0,8.0,0.0,54.93,1.60725,0.47175,0.4975,1.02375,0.78425,0.36925,1.10025,1.41125,7.26525
4.0,23.0,9.0,0.0,61.14,1.80475,0.79125,0.44575,1.0175,0.83875,0.5275,1.1105,1.503,8.039
4.0,23.0,10.0,0.0,68.48,1.66775,0.79925,0.44325,0.57575,0.2895,0.311,0.6025,1.2285,5.9175
4.0,23.0,11.0,0.0,72.52,1.63525,0.54975,0.43275,0.57575,0.978,0.72525,0.62275,0.9765,6.4959999999999996
4.0,23.0,12.0,0.0,75.66,1.7055,0.58475,0.46975,0.55925,1.13675,0.4675,0.67875,1.40225,7.0045
4.0,23.0,13.0,0.0,78.01,1.81525,0.25875,0.5825,0.59375,2.04025,0.41,1.47175,1.0515,8.22375
4.0,23.0,14.0,0.0,80.01,1.864,0.26375,0.42625,0.54125,0.598,0.3055,2.81325,1.6365,8.4485
4.0,23.0,15.0,0.0,82.28,1.7885,0.3425,0.47975,1.7155,0.285,0.33575,1.2009999999999998,2.2305,8.378499999999999
4.0,23.0,16.0,0.0,83.91,1.7055,0.79075,0.445,1.16325,0.3145,0.36775,2.94,2.829,10.55575
4.0,23.0,17.0,0.0,84.33,6.28125,1.21875,1.25725,1.50825,0.3845,0.8015,2.79175,3.77175,18.015
4.0,23.0,18.0,0.0,84.64,6.67875,0.65575,2.09725,2.4025,2.24025,0.36,1.86575,3.3045,19.60475
4.0,23.0,19.0,0.0,83.33,5.79525,0.674,1.93075,3.11425,1.505,0.55525,2.57875,4.12675,20.28
4.0,23.0,20.0,0.0,78.19,3.965,0.7615,1.19975,1.27875,2.43175,0.6395,1.83175,3.87875,15.986749999999999
4.0,23.0,21.0,0.0,72.58,4.302,0.37325,0.69825,1.3925,1.105,0.77275,1.176,2.495,12.31475
4.0,23.0,22.0,0.0,69.62,3.5425,0.425,0.85475,4.4235,0.65625,0.72475,1.431,1.76075,13.818499999999998
4.0,23.0,23.0,0.0,66.58,4.262,0.48575,0.9455,6.56725,0.452,0.6005,1.21675,1.2585,15.78825
4.0,24.0,0.0,1.0,64.98,3.865,0.3355,0.3635,4.05425,0.6155,0.2775,1.12,1.30925,11.940500000000002
4.0,24.0,1.0,1.0,64.15,2.802,0.31925,0.37825,2.716,0.46325,0.31175,0.77425,0.8115,8.576250000000002
4.0,24.0,2.0,1.0,62.33,2.6335,0.31275,0.36525,0.569,0.33775,0.259,1.004,1.0525,6.533750000000001
4.0,24.0,3.0,1.0,61.17,1.7115,0.28725,0.37175,0.57025,0.34125,0.264,1.0625,0.7845,5.393000000000001
4.0,24.0,4.0,1.0,60.75,1.6665,0.272,0.366,0.557,0.342,0.29525,0.68425,0.72925,4.91225
4.0,24.0,5.0,1.0,59.4,1.175,0.264,0.3675,0.57525,0.307,0.3025,0.68425,0.68,4.3555
4.0,24.0,6.0,1.0,58.02,1.963,0.26625,0.4915,0.7445,0.30575,0.6425,1.04675,0.85375,6.314
4.0,24.0,7.0,1.0,57.09,1.6595,0.246,0.62775,0.76475,0.6805,0.295,0.7215,0.922,5.917
4.0,24.0,8.0,1.0,60.1,1.07125,0.42575,0.45625,2.37325,0.2795,0.58775,0.62975,1.07375,6.89725
4.0,24.0,9.0,1.0,67.19,1.141,0.51925,0.33625,1.1840000000000002,0.456,0.71425,0.606,2.1830000000000003,7.139750000000001
4.0,24.0,10.0,1.0,73.14,0.8915,0.307,0.38725,1.1545,1.13225,0.3365,0.6515,3.2060000000000004,8.066500000000001
4.0,24.0,11.0,1.0,77.1,0.9475,0.2765,0.46175,1.1695,0.91425,0.64575,0.65425,3.76675,8.83625
4.0,24.0,12.0,1.0,80.56,0.831,0.27975,0.618,1.19375,0.8115,0.3285,0.60625,1.42275,6.0915
4.0,24.0,13.0,1.0,82.58,0.82875,0.30025,2.33625,1.15125,0.813,0.59125,0.6005,1.97425,8.5955
4.0,24.0,14.0,1.0,84.26,0.8220000000000001,0.3025,0.5335,1.073,0.39175,0.59825,0.60325,2.95475,7.279
4.0,24.0,15.0,1.0,85.59,0.7915,0.268,0.528,1.72075,0.32299999999999995,0.58225,1.75925,4.92725,10.899999999999999
4.0,24.0,16.0,1.0,85.74,1.41475,1.00775,0.51975,2.15775,0.29100000000000004,0.313,2.77725,3.477,11.95825
4.0,24.0,17.0,1.0,85.89,4.20525,0.743,0.7735,2.88575,0.29600000000000004,0.46825,2.8125,4.27775,16.462
4.0,24.0,18.0,1.0,85.08,4.698,0.82025,2.9730000000000003,1.19475,0.823,0.4875,3.1395,3.072,17.208000000000002
4.0,24.0,19.0,1.0,82.91,5.28375,1.24175,3.0010000000000003,1.9245,0.59,0.4920000000000001,2.28925,3.25275,18.075
4.0,24.0,20.0,1.0,79.82,3.40875,1.01825,2.58625,3.3280000000000003,0.4605,0.54325,1.76,2.48875,15.593749999999998
4.0,24.0,21.0,1.0,75.65,3.2365,0.78775,2.3475,4.565,0.3935,0.5405,1.77775,2.28025,15.928749999999999
4.0,24.0,22.0,1.0,73.05,4.80125,0.58275,3.04825,5.33925,0.40675,0.486,1.8875,2.03625,18.588
4.0,24.0,23.0,1.0,70.65,4.2945,0.48575,2.68,1.12875,0.374,0.30375,1.21575,2.21,12.692500000000003
4.0,25.0,0.0,2.0,69.27,2.22375,0.29325,1.401,0.7440000000000001,0.35525,0.31225,0.71575,1.525,7.57025
4.0,25.0,1.0,2.0,67.45,2.448,0.26275,0.46875,0.72575,0.342,0.316,0.9675,0.8645,6.395250000000001
4.0,25.0,2.0,2.0,65.26,2.36775,0.249,0.3155,0.70025,0.358,0.25975,1.02625,0.8515,6.128
4.0,25.0,3.0,2.0,64.1,2.49125,0.2745,0.32675,0.6895,0.344,0.29025,0.8029999999999999,0.50425,5.7235000000000005
4.0,25.0,4.0,2.0,62.11,0.99225,0.2575,0.3305,0.642,0.31425,0.282,0.81625,0.6255,4.26025
4.0,25.0,5.0,2.0,60.63,2.097,0.271,0.32275,0.63425,0.898,0.92625,0.60025,0.617,6.3665
4.0,25.0,6.0,2.0,59.83,2.515,0.27125,0.359,0.79,0.33175,0.77375,1.09625,0.919,7.055999999999999
4.0,25.0,7.0,2.0,57.58,2.5935,0.23025,0.60925,0.76075,0.4970000000000001,0.445,0.7125,1.029,6.87725
4.0,25.0,8.0,2.0,61.9,1.78525,0.56275,0.30725,0.71875,0.3445,0.7515,0.74175,1.09325,6.305
4.0,25.0,9.0,2.0,68.8,1.18425,0.40475,0.329,0.71275,0.3585,0.5045,0.66225,1.29725,5.45325
4.0,25.0,10.0,2.0,70.2,1.18975,0.348,0.401,2.797,0.3925,0.482,0.82275,1.70975,8.142750000000001
4.0,25.0,11.0,2.0,80.07,1.138,0.30725,0.525,1.732,0.33875,0.8125,0.57175,2.8475,8.27275
4.0,25.0,12.0,2.0,84.06,1.148,0.452,0.494,3.03075,0.4645,0.5225,0.58775,3.01225,9.711749999999999
4.0,25.0,13.0,2.0,84.56,1.10525,0.329,0.5345,3.06175,0.3885,0.5425,0.6,2.522,9.083499999999999
4.0,25.0,14.0,2.0,84.08,1.08675,0.2635,0.50225,2.7895,0.4635,0.45975,0.6215,3.17575,9.362499999999999
4.0,25.0,15.0,2.0,79.41,1.178,0.43225,0.49475,1.149,0.2875,0.4095,1.12225,2.25975,7.333
4.0,25.0,16.0,2.0,74.69,1.14925,0.51,0.531,1.156,0.28600000000000003,0.49325,1.6695,1.92125,7.7162500000000005
4.0,25.0,17.0,2.0,66.74,1.59875,0.3615,0.79475,1.135,0.2965,1.19975,1.366,1.50375,8.256
4.0,25.0,18.0,2.0,63.19,3.54275,0.672,2.7,2.5865,0.29225,1.222,1.295,2.962,15.272499999999997
4.0,25.0,19.0,2.0,61.35,2.64775,0.868,0.9985,3.194,0.69125,0.8759999999999999,1.28325,2.5525,13.11125
4.0,25.0,20.0,2.0,60.38,4.10025,0.5285,1.76275,1.97725,0.82725,0.7,1.51325,2.1955,13.60475
4.0,25.0,21.0,2.0,59.94,2.1625,0.6455,2.0615,1.314,0.48825,0.6255,1.07075,1.7725,10.1405
4.0,25.0,22.0,2.0,58.72,2.71975,0.535,1.99475,2.73925,0.345,0.3325,1.1875,0.9875,10.84125
4.0,25.0,23.0,2.0,57.3,4.43975,0.362,1.7519999999999998,1.4265,0.3665,0.27625,0.96875,0.73425,10.325999999999999
4.0,26.0,0.0,3.0,56.42,2.45475,0.30325,0.84575,1.36325,0.35325,0.2675,0.6425,0.7345,6.9647499999999996
4.0,26.0,1.0,3.0,55.67,1.92575,0.29525,0.32875,0.951,0.313,0.29325,0.92575,0.6255,5.65825
4.0,26.0,2.0,3.0,55.32,2.27575,0.29600000000000004,0.325,0.86525,0.30725,0.25625,0.63425,0.77675,5.7364999999999995
4.0,26.0,3.0,3.0,54.34,0.73775,0.29475,0.50525,0.7325,0.337,0.251,0.662,0.8340000000000001,4.35425
4.0,26.0,4.0,3.0,53.19,0.84675,0.27075,0.3405,0.6705,0.8945,0.28175,0.6940000000000001,0.59075,4.5895
4.0,26.0,5.0,3.0,51.45,1.32725,0.27275,0.327,0.615,0.3155,0.433,0.8095,0.71175,4.81175
4.0,26.0,6.0,3.0,49.87,1.491,0.353,0.35225,0.6245,0.308,1.23,0.68125,1.02675,6.066750000000001
4.0,26.0,7.0,3.0,48.88,1.52875,0.65175,0.4955,0.952,0.43275,0.302,0.69925,0.95575,6.01775
4.0,26.0,8.0,3.0,51.98,0.919,0.32299999999999995,0.6135,1.88625,0.29275,0.581,1.04875,0.79,6.454250000000001
4.0,26.0,9.0,3.0,55.7,0.89075,0.27,2.4405,1.19275,0.2715,0.593,0.65825,1.14375,7.4605
4.0,26.0,10.0,3.0,60.93,0.89525,0.22325,0.35100000000000003,0.638,0.305,0.30975,0.61425,1.3885,4.725
4.0,26.0,11.0,3.0,64.31,0.7725,0.32525,0.36475,0.63875,0.6655,0.464,0.97375,3.2525,7.457000000000001
4.0,26.0,12.0,3.0,67.54,0.8440000000000001,0.884,0.36425,0.6565,0.456,0.54275,1.46475,3.61325,8.8255
4.0,26.0,13.0,3.0,70.47,0.76825,0.38575,0.62575,0.63225,0.282,0.464,0.66425,1.6505,5.47275
4.0,26.0,14.0,3.0,72.79,0.74425,0.276,0.50525,0.7805,0.2695,0.94225,0.64925,0.8170000000000001,4.984
4.0,26.0,15.0,3.0,75.64,0.722,0.31275,0.56575,1.82125,0.274,0.6005,0.68625,0.76125,5.74375
4.0,26.0,16.0,3.0,76.54,0.6559999999999999,0.265,0.62875,0.7015,0.28800000000000003,0.348,1.996,1.48,6.363250000000001
4.0,26.0,17.0,3.0,77.53,0.72725,0.35475,1.11125,2.0125,0.309,0.60175,1.7055,3.06725,9.88925
4.0,26.0,18.0,3.0,76.73,2.97275,0.46825,2.47625,0.94325,0.27475,1.3805,2.70825,2.1180000000000003,13.341999999999999
4.0,26.0,19.0,3.0,75.01,3.817,0.517,1.69075,2.7655,0.4075,0.4625,1.1725,1.9095,12.74225
4.0,26.0,20.0,3.0,71.25,4.397,0.4505,0.76775,0.8055,1.0185,0.7225,3.19925,2.4725,13.8335
4.0,26.0,21.0,3.0,66.73,1.98675,0.45,0.7395,0.927,0.34925,0.901,1.379,1.75125,8.48375
4.0,26.0,22.0,3.0,63.95,2.99925,0.37225,0.63725,2.00225,0.35475,0.7355,1.16275,2.0275,10.2915
4.0,26.0,23.0,3.0,61.4,4.52125,0.31025,0.53,1.3445,0.3325,0.27725,1.03875,1.2145,9.569
4.0,27.0,0.0,4.0,60.2,2.54775,0.30975,0.3405,4.47925,0.35675,0.33375,0.628,1.00675,10.002500000000001
4.0,27.0,1.0,4.0,58.86,1.94675,0.34175,0.3365,3.847,0.33025,0.26575,0.99925,0.72675,8.794
4.0,27.0,2.0,4.0,57.65,1.66075,0.289,0.3125,3.8425,0.3015,0.32275,0.616,0.84625,8.191249999999998
4.0,27.0,3.0,4.0,56.1,1.4155,0.281,0.321,2.27225,0.3115,0.2785,0.60725,0.76875,6.255749999999999
4.0,27.0,4.0,4.0,55.8,1.6305,0.30225,0.3155,0.57475,0.338,0.2945,0.601,0.7609999999999999,4.8175
4.0,27.0,5.0,4.0,57.24,1.89025,0.487,0.30275,0.56075,0.32525,0.38075,0.599,0.7040000000000001,5.24975
4.0,27.0,6.0,4.0,56.36,1.99775,0.2445,0.45175,0.737,0.88425,0.88325,0.675,0.774,6.6475
4.0,27.0,7.0,4.0,57.01,2.7735,0.31175,0.49625,1.24275,0.412,0.33,0.78775,1.67775,8.031749999999999
4.0,27.0,8.0,4.0,58.43,1.5365,0.42775,0.485,0.53725,0.35425,0.75,0.6265,0.9835,5.70075
4.0,27.0,9.0,4.0,64.11,0.943,0.37025,0.46,0.89675,0.319,1.41025,0.5915,1.272,6.2627500000000005
4.0,27.0,10.0,4.0,68.09,0.901,0.27425,0.3475,0.88925,0.29275,1.04025,0.59625,1.62275,5.9639999999999995
4.0,27.0,11.0,4.0,71.08,0.87625,0.234,0.42275,0.8490000000000001,0.4505,0.767,0.593,2.471,6.6635
4.0,27.0,12.0,4.0,74.19,0.7390000000000001,0.2295,0.396,0.97625,0.53875,0.82725,0.5915,4.47775,8.776
4.0,27.0,13.0,4.0,75.94,0.7365,0.333,0.3755,0.83275,0.42175,0.4815,0.59375,3.84125,7.616
4.0,27.0,14.0,4.0,77.77,0.7115,0.23975,0.3720000000000001,0.845,0.29525,0.441,0.589,2.207,5.7005
4.0,27.0,15.0,4.0,79.11,0.691,0.4205,0.3935,1.30125,0.25275,0.53125,0.58925,2.17725,6.35675
4.0,27.0,16.0,4.0,79.59,1.8715,0.627,0.42325,1.23125,0.262,0.685,0.768,3.40525,9.273249999999999
4.0,27.0,17.0,4.0,79.44,3.865,0.57775,0.4475,0.913,0.30825,2.01475,1.99425,2.41625,12.53675
4.0,27.0,18.0,4.0,79.09,5.59225,0.53125,0.532,0.98375,0.30075,1.1715,1.47225,3.5875,14.17125
4.0,27.0,19.0,4.0,77.41,3.07875,0.40375,0.609,0.957,0.3925,1.32325,2.55625,2.87525,12.195749999999999
4.0,27.0,20.0,4.0,73.74,3.7515,0.416,0.66725,1.0625,0.475,0.86975,1.7095,2.983,11.9345
4.0,27.0,21.0,4.0,70.52,3.417,0.38975,0.69675,1.08475,0.4825,0.6385,1.3295,2.3605,10.39925
4.0,27.0,22.0,4.0,66.94,4.16025,0.3585,1.09525,4.99525,0.4215,0.547,1.46975,1.13925,14.18675
4.0,27.0,23.0,4.0,65.38,4.9110000000000005,0.31575,1.012,1.1375,0.923,0.3815,1.49725,0.74725,10.92525
4.0,28.0,0.0,5.0,63.29,3.5525,0.35100000000000003,0.6940000000000001,0.92575,0.3415,0.366,1.2085,0.7020000000000001,8.14125
4.0,28.0,1.0,5.0,62.33,1.652,0.28475,0.50425,0.6335,0.3505,0.39225,0.70275,0.65825,5.178249999999999
4.0,28.0,2.0,5.0,61.4,1.86175,0.27075,1.4375,0.62625,0.32425,0.36475,1.0025,0.68875,6.5765
4.0,28.0,3.0,5.0,60.9,1.724,0.27625,1.75625,0.62775,0.3025,0.3515,0.69375,0.7515,6.483499999999999
4.0,28.0,4.0,5.0,59.66,0.73125,0.26675,1.757,0.62975,0.31875,0.37975,0.691,0.70475,5.478999999999999
4.0,28.0,5.0,5.0,58.53,0.77875,0.31475,1.7719999999999998,0.63525,0.332,0.70275,0.68325,0.54175,5.7605
4.0,28.0,6.0,5.0,58.55,0.7240000000000001,0.24425,1.44775,0.63125,0.315,0.931,0.943,0.7155,5.9517500000000005
4.0,28.0,7.0,5.0,57.34,0.75875,0.3985,0.452,0.61825,0.5815,0.4920000000000001,0.75825,0.8315,4.890750000000001
4.0,28.0,8.0,5.0,58.65,1.536,0.341,0.5375,0.601,0.47825,0.75475,0.89325,0.701,5.84275
4.0,28.0,9.0,5.0,65.36,1.6065,0.29025,0.7095,0.73375,0.95075,0.49325,0.94425,1.356,7.08425
4.0,28.0,10.0,5.0,73.49,1.378,0.326,0.70725,0.92425,0.32525,0.4375,0.79175,2.68625,7.57625
4.0,28.0,11.0,5.0,77.43,0.74675,0.836,0.48275,0.87975,0.2535,0.43725,0.669,2.7880000000000003,7.093
4.0,28.0,12.0,5.0,80.04,0.7005,0.36775,1.1245,0.8855,0.28025,1.27775,0.909,4.3055,9.850750000000001
4.0,28.0,13.0,5.0,81.35,0.6659999999999999,0.3685,4.07875,0.913,0.28225,0.56125,0.82475,1.93975,9.634250000000002
4.0,28.0,14.0,5.0,82.26,0.70375,0.28600000000000003,1.973,2.9505,0.36275,0.53175,0.84925,2.92975,10.586749999999999
4.0,28.0,15.0,5.0,83.02,0.65425,0.52375,2.5375,4.80225,0.36275,0.57125,0.89925,3.04425,13.39525
4.0,28.0,16.0,5.0,84.14,2.07775,0.7445,2.677,3.65275,0.33,0.444,1.39125,3.0460000000000003,14.36325
4.0,28.0,17.0,5.0,83.86,0.78825,0.8145,1.1525,2.9330000000000003,0.65475,0.551,2.62725,2.1995,11.72075
4.0,28.0,18.0,5.0,83.11,3.18975,1.66725,1.8065,2.307,0.58075,0.774,1.46925,3.08175,14.87625
4.0,28.0,19.0,5.0,81.34,3.4085,1.52575,1.54075,1.2415,0.55875,0.50325,2.61925,2.12225,13.520000000000003
4.0,28.0,20.0,5.0,77.72,4.81675,0.9125,1.29125,1.49425,0.47275,0.5379999999999999,2.07925,2.79225,14.396999999999998
4.0,28.0,21.0,5.0,73.69,2.6635,1.05,0.972,1.88925,0.49,0.60525,1.6285,2.125,11.4235
4.0,28.0,22.0,5.0,71.26,2.7125,0.5685,0.758,4.4795,0.456,0.46775,1.491,3.0425,13.97575
4.0,28.0,23.0,5.0,70.27,1.92675,0.444,1.41725,1.018,0.48675,0.353,1.4895,2.0195,9.15475
4.0,29.0,0.0,6.0,68.52,2.54575,0.38025,2.217,0.8115,0.3455,0.37425,1.391,1.777,9.84225
4.0,29.0,1.0,6.0,66.95,3.592,0.34525,1.888,0.74375,0.332,0.30875,0.9115,1.05825,9.179499999999999
4.0,29.0,2.0,6.0,65.13,3.79625,0.35100000000000003,1.88525,0.638,0.325,0.31575,1.1695,0.79675,9.2775
4.0,29.0,3.0,6.0,63.92,3.0,0.28375,1.904,0.64325,0.89,0.31425,1.0525,0.7935,8.88125
4.0,29.0,4.0,6.0,61.78,0.8255,0.31275,0.61725,0.7635,0.32475,0.29175,0.69475,0.7755,4.60575
4.0,29.0,5.0,6.0,61.08,2.30525,0.32575,0.46525,0.63475,0.3275,1.337,0.9545,0.74825,7.09825
4.0,29.0,6.0,6.0,59.78,1.272,0.2475,0.4845,0.64525,0.327,1.11875,0.69925,0.8290000000000001,5.62325
4.0,29.0,7.0,6.0,58.7,1.55,0.23425,0.47375,0.645,0.44025,0.6925,0.81125,0.86725,5.714250000000001
4.0,29.0,8.0,6.0,61.18,1.8065,0.47575,0.513,1.27025,0.29425,0.89625,0.8675,0.91525,7.03875
4.0,29.0,9.0,6.0,66.26,1.0605,0.37175,0.8225,2.04725,0.29925,0.79875,0.85225,1.41025,7.6625
4.0,29.0,10.0,6.0,71.73,0.71475,0.381,2.13125,2.699,0.2515,0.44325,0.92,2.00725,9.548
4.0,29.0,11.0,6.0,75.05,0.74775,0.52925,2.2825,1.44575,0.2445,0.3975,1.1995,3.29225,10.139
4.0,29.0,12.0,6.0,77.4,1.30775,0.47875,0.4815,3.26125,0.2835,0.416,1.33275,3.11775,10.67925
4.0,29.0,13.0,6.0,78.64,2.00725,0.37525,0.88225,3.82125,0.3005,0.467,0.843,4.75525,13.45175
4.0,29.0,14.0,6.0,79.42,1.84375,0.7665,2.359,1.139,0.25675,0.3965,3.35125,2.3295,12.44225
4.0,29.0,15.0,6.0,80.75,1.712,0.8079999999999999,2.4515,0.608,0.4270000000000001,0.452,1.597,2.44175,10.497250000000001
4.0,29.0,16.0,6.0,81.47,2.417,0.92475,3.83625,0.623,1.34225,0.4605,1.44475,2.84425,13.892750000000001
4.0,29.0,17.0,6.0,80.25,3.76225,0.7075,4.5955,0.743,2.16275,0.39875,1.59075,4.535,18.4955
4.0,29.0,18.0,6.0,79.22,6.25575,1.26425,3.267,0.728,1.90175,0.76025,2.3965,1.9295,18.503
4.0,29.0,19.0,6.0,78.46,4.49925,1.06825,2.9165,0.86975,2.44525,0.64075,2.61875,3.2805,18.339
4.0,29.0,20.0,6.0,75.71,5.2225,0.907,1.936,0.9875,1.64825,0.7090000000000001,3.89225,2.2405,17.543000000000003
4.0,29.0,21.0,6.0,73.03,3.7185,0.7205,2.0075,1.58,1.267,0.76575,2.43825,2.06325,14.56075
4.0,29.0,22.0,6.0,70.84,4.6165,0.7925,3.7805,4.58175,1.37325,0.4725,1.3455,1.6705,18.633000000000003
4.0,29.0,23.0,6.0,68.76,4.14175,0.8735,2.41325,4.221,0.34575,0.31675,2.6180000000000003,1.4255,16.355500000000003
4.0,30.0,0.0,0.0,67.02,3.165,0.69575,0.73075,3.919,0.349,0.28375,1.22125,1.0755,11.44
4.0,30.0,1.0,0.0,65.48,2.74425,0.3565,0.47925,2.24025,0.34575,0.27075,1.11975,1.03375,8.59025
4.0,30.0,2.0,0.0,64.64,1.0695,0.30425,0.393,0.6115,0.7390000000000001,0.30525,0.70575,0.7185,4.84675
4.0,30.0,3.0,0.0,64.0,2.71175,0.32299999999999995,0.3955,0.635,0.31,0.25125,1.0590000000000002,0.7425,6.427999999999999
4.0,30.0,4.0,0.0,64.07,1.18,0.317,0.386,0.612,0.3295,0.274,1.044,0.655,4.7975
4.0,30.0,5.0,0.0,64.49,1.67025,0.287,0.398,0.61625,0.3545,0.7515,0.66775,0.728,5.473249999999999
4.0,30.0,6.0,0.0,64.32,1.5855,0.30375,0.4105,0.62175,0.521,0.506,1.20275,0.913,6.06425
4.0,30.0,7.0,0.0,64.69,2.2065,0.31975,0.93725,1.07225,0.327,0.5755,2.32075,1.294,9.053
4.0,30.0,8.0,0.0,65.53,2.112,0.62975,0.50175,4.02425,0.30325,0.94825,0.978,0.8270000000000001,10.324250000000001
4.0,30.0,9.0,0.0,66.67,1.09825,0.853,0.506,1.243,0.312,0.5710000000000001,0.63475,1.97125,7.189250000000001
4.0,30.0,10.0,0.0,67.95,0.97725,0.53975,0.51725,1.858,0.324,0.6665,0.61825,3.6395,9.1405
4.0,30.0,11.0,0.0,72.31,0.97475,0.59675,0.5015,2.1975,0.3235,1.0105,0.6915,2.29725,8.59325
4.0,30.0,12.0,0.0,76.01,1.3525,0.5985,0.4725,2.25625,0.46125,1.058,2.21375,3.14225,11.555
4.0,30.0,13.0,0.0,76.78,0.7735,1.115,0.6385,1.20425,0.36525,0.99025,2.8565,1.0525,8.99575
4.0,30.0,14.0,0.0,77.16,0.72175,1.0005,0.40325,1.3955,0.439,0.6905,1.37425,2.13775,8.1625
4.0,30.0,15.0,0.0,76.4,0.73,0.419,0.481,1.3785,0.736,0.468,0.78325,2.309,7.304749999999999
4.0,30.0,16.0,0.0,76.12,0.74375,0.42075,0.54575,4.4345,0.33125,0.89725,4.082,4.5045,15.95975
4.0,30.0,17.0,0.0,75.1,0.7390000000000001,0.88075,0.7855,4.4185,0.4415,1.56775,1.13825,3.11325,13.084499999999998
4.0,30.0,18.0,0.0,71.9,3.2455,0.625,1.93075,2.3635,0.49375,1.2915,1.805,3.69875,15.45375
