month,day,hour,day of week,air_temp_f,3039 power (kW),3538 power (kW),4031 power (kW),6139 power (kW),7951 power (kW),8386 power (kW),8565 power (kW),9278 power (kW),power(kW)
1.0,19.0,0.0,4.0,39.35,0.833,0.45025,0.28300000000000003,0.78975,2.98125,0.5075,0.2525,1.90875,8.006
1.0,19.0,1.0,4.0,39.72,1.06275,0.36525,0.42525,0.7575,2.259,0.46775,0.25275,3.57575,9.166
1.0,19.0,2.0,4.0,39.92,0.77725,0.37575,0.52975,0.728,2.11875,0.5355,0.3,0.78025,6.14525
1.0,19.0,3.0,4.0,39.96,0.73,0.334,0.50825,0.77475,3.28175,0.4735,0.302,3.90125,10.305499999999999
1.0,19.0,4.0,4.0,40.02,1.09175,0.2885,0.39575,0.773,2.022,0.46675,0.2195,1.7155,6.97275
1.0,19.0,5.0,4.0,40.38,0.91,0.31425,0.45925,0.743,1.89325,0.912,0.625,2.52475,8.381499999999999
1.0,19.0,6.0,4.0,40.47,1.28375,0.34175,0.612,0.91375,2.436,0.9635,0.85725,3.34375,10.751749999999998
1.0,19.0,7.0,4.0,40.64,1.72775,0.2725,0.85375,1.13825,2.95475,0.57225,0.789,2.25875,10.567
1.0,19.0,8.0,4.0,40.74,1.955,0.4305,0.63625,0.88075,2.18425,1.97825,0.9935,2.017,11.075500000000002
1.0,19.0,9.0,4.0,41.57,2.09825,0.4945,0.5525,1.16975,0.84975,1.34825,0.75,5.1975,12.4605
1.0,19.0,10.0,4.0,43.91,1.2535,0.4055,0.48675,1.301,1.9325,1.075,0.73125,3.852,11.0375
1.0,19.0,11.0,4.0,46.24,1.25375,0.434,0.35275,1.36675,2.15675,0.9145,0.82525,5.96625,13.27
1.0,19.0,12.0,4.0,47.22,1.41675,0.52125,0.297,1.58025,2.0885,0.8079999999999999,0.59625,3.452,10.76
1.0,19.0,13.0,4.0,47.64,1.09125,0.5535,0.3445,1.63375,1.99025,0.5105,0.64725,2.37175,9.142750000000001
1.0,19.0,14.0,4.0,49.42,0.85825,0.47125,0.336,1.41125,0.34325,0.598,0.68875,1.567,6.27375
1.0,19.0,15.0,4.0,51.0,0.8685,0.3345,0.34525,1.6469999999999998,1.751,0.73975,0.6985,2.6465,9.030999999999999
1.0,19.0,16.0,4.0,52.71,1.57075,0.3455,0.4245,1.4,0.297,0.48875,0.6575,0.89025,6.07425
1.0,19.0,17.0,4.0,53.27,2.30775,0.4355,1.0975,1.89175,2.03025,1.56825,0.63125,3.93175,13.893999999999998
1.0,19.0,18.0,4.0,52.98,1.2715,0.46375,2.213,1.46325,1.2990000000000002,0.8175,0.68325,1.19925,9.410499999999999
1.0,19.0,19.0,4.0,52.27,0.93825,0.43325,2.6830000000000003,1.626,0.95825,0.5645,0.495,3.56725,11.2655
1.0,19.0,20.0,4.0,51.53,1.01775,1.012,4.0205,3.851,0.98725,0.46025,0.52975,1.42775,13.30625
1.0,19.0,21.0,4.0,51.32,1.12575,1.11075,0.5575,3.19725,2.374,0.6525,1.028,2.196,12.24175
1.0,19.0,22.0,4.0,51.33,0.82375,0.5015,0.43575,4.9185,0.787,0.48625,1.6025,1.03725,10.592500000000001
1.0,19.0,23.0,4.0,51.4,0.91325,0.48725,0.331,1.5445,0.99475,0.466,0.2655,0.5845,5.58675
1.0,20.0,0.0,5.0,51.91,0.92325,0.31925,0.29475,0.6995,1.32325,0.41725,0.244,2.19275,6.414
1.0,20.0,1.0,5.0,52.26,0.70025,0.40175,0.398,0.711,2.3115,0.43275,0.2105,1.0895,6.25525
1.0,20.0,2.0,5.0,52.07,0.61325,0.38025,0.42725,0.68175,0.3975,0.38575,0.196,0.9005,3.98225
1.0,20.0,3.0,5.0,52.15,0.67725,0.37325,0.4055,0.69725,1.88825,0.4505,0.23575,2.4705,7.19825
1.0,20.0,4.0,5.0,52.56,0.65925,0.317,0.3715,0.664,0.34425,0.38125,0.2325,0.60825,3.5780000000000003
1.0,20.0,5.0,5.0,52.99,0.977,0.29425,0.35675,0.59675,1.83625,1.2275,0.20675,3.12725,8.6225
1.0,20.0,6.0,5.0,52.91,0.8825,0.262,0.4135,0.6955,0.4415,0.4945,0.1905,0.7175,4.0975
1.0,20.0,7.0,5.0,53.27,1.1,0.28325,0.5595,0.7545,1.84975,1.07125,0.292,0.6185,6.5287500000000005
1.0,20.0,8.0,5.0,53.13,1.53025,0.3745,0.42925,0.772,0.5865,0.75725,0.46125,2.873,7.784
1.0,20.0,9.0,5.0,54.12,1.72125,0.831,0.4370000000000001,2.535,0.915,0.516,0.73075,1.274,8.96
1.0,20.0,10.0,5.0,55.75,2.17975,1.33375,0.47975,3.697,1.83625,0.635,0.34775,1.81325,12.3225
1.0,20.0,11.0,5.0,58.08,1.145,0.69675,0.33825,1.69625,0.838,1.362,0.37475,1.89675,8.34775
1.0,20.0,12.0,5.0,60.75,3.31425,0.402,0.31475,1.8855,0.431,0.573,0.29275,1.3305,8.54375
1.0,20.0,13.0,5.0,63.67,1.9125,0.31875,0.29125,1.51275,0.309,0.7385,0.3425,0.552,5.97725
1.0,20.0,14.0,5.0,64.44,1.887,0.2775,0.29975,1.2515,0.546,0.9045,0.36975,0.60375,6.139749999999999
