month,day,hour,day of week,air_temp_f,3039 power (kW),3538 power (kW),4031 power (kW),6139 power (kW),7951 power (kW),8386 power (kW),8565 power (kW),9278 power (kW)
,,,,,,,,,,,,
6,15,19,4,86.09,6.098,2.735,3.8545,4.6215,3.6535,1.109,0.2935,3.03525
,,,,,,,,,,,,
6,15,20,4,86.91,5.85625,2.5705,3.13575,2.98775,1.315,1.0205,0.309,2.39875
,,,,,,,,,,,,
6,15,21,4,85.44,5.52475,2.13375,2.93525,2.67725,2.14825,0.84675,0.31,2.33575
,,,,,,,,,,,,
6,15,22,4,84.33,5.45725,1.94325,2.6295,5.4275,1.979,0.71975,0.3095,1.7805
,,,,,,,,,,,,
6,15,23,4,82.6,5.13475,2.08275,1.96575,5.3805,1.00875,0.508,0.3065,2.01475
,,,,,,,,,,,,
6,16,0,5,80.57,4.907,1.6045,1.12575,4.80525,0.555,0.52475,0.308,1.839
,,,,,,,,,,,,
6,16,1,5,79.17,5.1065,1.20125,0.85775,1.73275,1.23675,0.29025,0.29625,1.79175
,,,,,,,,,,,,
6,16,2,5,77.89,4.394,1.26,0.95675,1.3305,0.92875,0.24925,0.29575,1.5915
,,,,,,,,,,,,
6,16,3,5,77.48,1.83975,1.40475,0.65,1.01175,0.91925,0.50975,0.2945,1.65725
,,,,,,,,,,,,
6,16,4,5,76.91,0.6695,1.056,0.753,0.845,0.8,0.30625,0.29275,1.7485
,,,,,,,,,,,,
6,16,5,5,76.54,0.67425,1.297,0.7385,1.17225,0.57625,0.29475,0.294,1.59375
,,,,,,,,,,,,
6,16,6,5,76.25,0.5785,0.99925,0.6045,1.2465,0.75625,1.57225,0.29575,1.67425
,,,,,,,,,,,,
6,16,7,5,75.68,2.2545,1.3105,0.7175,0.96125,1.62075,0.29525,0.3055,1.3145
,,,,,,,,,,,,
6,16,8,5,76.86,0.78775,1.30575,0.398,1.69175,0.96975,0.77025,0.3065,1.736
,,,,,,,,,,,,
6,16,9,5,78.64,0.617,1.656,0.3655,1.35525,1.5625,1.534,0.30625,1.42925
,,,,,,,,,,,,
6,16,10,5,80.94,2.845,2.832,0.36875,2.02375,1.81725,0.57475,1.25225,1.86075
,,,,,,,,,,,,
6,16,11,5,83.65,2.3925,2.188,0.3695,1.69225,2.0965,1.27575,2.13975,2.36525
,,,,,,,,,,,,
6,16,12,5,86.65,6.35775,2.2645,0.77525,3.90175,0.9805,1.79975,2.5445,3.5665
,,,,,,,,,,,,
6,16,13,5,88.71,5.0435,3.196,3.04975,3.71175,4.1155,1.44875,0.23025,2.73875
,,,,,,,,,,,,
6,16,14,5,89.29,6.28175,2.875,2.552,4.7385,2.6855,0.822,1.181,3.5015
,,,,,,,,,,,,
6,16,15,5,89.06,4.9155,2.81925,2.32825,3.619,3.06725,1.225,1.93825,3.31725
,,,,,,,,,,,,
6,16,16,5,87.88,3.54475,2.814,2.133,2.177,3.95775,1.46075,2.832,2.9085
,,,,,,,,,,,,
6,16,17,5,89.81,1.90725,2.45925,3.25175,2.109,3.259,0.855,2.9305,3.65925
,,,,,,,,,,,,
6,16,18,5,89.66,5.54775,3.18925,4.5585,2.40225,3.865,1.02525,3.0525,3.42125
,,,,,,,,,,,,
6,16,19,5,90.89,5.49875,3.00125,4.33725,2.55025,2.9685,1.1745,3.044,2.98175
,,,,,,,,,,,,
6,16,20,5,88.37,5.23925,2.723,4.69075,4.592,2.971,1.12775,2.873,3.0485
,,,,,,,,,,,,
6,16,21,5,85.87,3.9645,2.19325,2.23475,2.203,1.65775,0.80525,2.8555,2.63925
,,,,,,,,,,,,
6,16,22,5,83.9,2.8555,1.9525,3.18325,4.581,1.6875,0.587,2.3775,2.49675
,,,,,,,,,,,,
6,16,23,5,82.08,4.991,1.7225,2.3085,1.306,1.04175,0.52975,1.6215,2.49625
,,,,,,,,,,,,
6,17,0,6,80.2,5.29325,1.457,2.431,0.51375,0.85675,0.30125,1.51925,1.81225
,,,,,,,,,,,,
6,17,1,6,78.24,4.5335,1.35775,2.2975,1.241,0.72025,0.52475,1.496,1.7165
,,,,,,,,,,,,
6,17,2,6,76.84,3.5805,1.444,2.3995,0.52025,0.57525,0.263,1.39375,1.79125
,,,,,,,,,,,,
6,17,3,6,75.71,3.154,1.30125,1.31625,0.50375,0.74625,0.52575,1.31025,1.31075
,,,,,,,,,,,,
6,17,4,6,74.84,2.2085,1.019,0.796,0.846,0.4125,0.3025,1.29225,1.7165
,,,,,,,,,,,,
6,17,5,6,74.83,2.60375,1.23625,0.58225,0.72125,0.44625,0.4665,1.28925,1.29725
,,,,,,,,,,,,
6,17,6,6,74.42,1.41725,1.12375,0.56725,1.552,0.96875,1.56,1.3175,1.34775
,,,,,,,,,,,,
6,17,7,6,74.21,1.53875,1.024,0.65825,1.2985,0.75725,0.456,1.211,1.654
,,,,,,,,,,,,
6,17,8,6,76.12,2.54425,1.39575,1.96625,1.41425,0.537,0.99475,1.2805,1.4885
,,,,,,,,,,,,
6,17,9,6,78.78,1.7055,1.6845,2.9265,1.59675,1.70675,0.541,0.9685,1.7225
,,,,,,,,,,,,
6,17,10,6,80.97,3.809,2.184,3.152,0.78475,0.7385,0.2645,0.993,1.63175
,,,,,,,,,,,,
6,17,11,6,81.72,3.02325,2.24525,3.112,0.806,1.641,0.29175,3.0755,1.776
,,,,,,,,,,,,
6,17,12,6,84.08,3.4095,1.98275,3.27225,2.415,2.032,0.61925,2.43025,2.5325
,,,,,,,,,,,,
6,17,13,6,86.48,5.81325,2.10825,2.951,2.88075,2.30975,0.61,1.36925,3.51825
,,,,,,,,,,,,
6,17,14,6,88.8,4.56525,2.59575,2.09025,3.78025,3.347,1.10175,0.26075,2.87575
,,,,,,,,,,,,
6,17,15,6,91.1,7.19875,3.19775,2.152,2.69025,3.75275,1.25175,2.81725,3.32075
,,,,,,,,,,,,
6,17,16,6,91.83,8.10375,3.029,2.4685,1.4775,3.871,1.18475,1.7675,3.129
,,,,,,,,,,,,
6,17,17,6,91.82,9.1715,2.2815,4.09,0.546,2.84475,1.2245,2.754,2.76375
,,,,,,,,,,,,
6,17,18,6,89.36,9.12,2.72675,3.13825,0.51825,2.72325,1.4065,3.0925,4.04575
,,,,,,,,,,,,
6,17,19,6,87.33,6.01925,1.8475,3.54425,3.29125,2.28,1.57,3.14075,5.435
,,,,,,,,,,,,
6,17,20,6,84.8,5.6395,2.11925,3.17375,2.70675,2.182,1.074,2.98375,4.27925
,,,,,,,,,,,,
6,17,21,6,83.23,5.17375,2.229,2.69,2.42075,1.61025,1.23775,4.1525,3.459
,,,,,,,,,,,,
6,17,22,6,81.95,5.062,2.00075,2.259,2.8245,1.57775,0.66125,3.15925,3.07575
,,,,,,,,,,,,
6,17,23,6,81.06,4.4865,1.60775,1.19525,1.6325,2.4485,0.31025,1.86625,2.389
,,,,,,,,,,,,
6,18,0,0,80.23,4.40075,1.51325,1.13125,1.4565,0.9395,0.549,1.5895,1.9825
,,,,,,,,,,,,
6,18,1,0,79.84,3.755,1.4355,1.05625,1.48625,1.20575,0.25975,1.602,1.34725
,,,,,,,,,,,,
6,18,2,0,78.7,3.974,1.3575,0.793,0.59075,0.695,0.29275,1.561,1.48725
,,,,,,,,,,,,
6,18,3,0,77.43,1.63225,1.403,0.7495,1.31475,0.737,0.57025,1.45175,1.37775
,,,,,,,,,,,,
6,18,4,0,76.43,2.5935,1.00325,0.72275,0.58125,0.4285,0.265,1.38375,1.35375
,,,,,,,,,,,,
6,18,5,0,75.81,0.83275,1.31475,0.55025,0.72225,1.0005,0.897,1.361,1.51625
,,,,,,,,,,,,
6,18,6,0,75.49,1.05,1.0325,0.62475,1.2515,0.529,1.01675,1.41825,1.30525
,,,,,,,,,,,,
6,18,7,0,75.17,1.647,0.98875,0.617,0.497,0.69475,0.31225,0.655,1.241
,,,,,,,,,,,,
6,18,8,0,75.84,2.0965,1.74575,0.48875,1.321,1.3435,1.18675,0.70925,1.4615
,,,,,,,,,,,,
6,18,9,0,77.37,2.19325,1.757,0.57475,1.436,0.66125,1.582,0.8605,1.444
,,,,,,,,,,,,
6,18,10,0,79.79,1.392,2.2455,1.05525,1.4505,0.92375,1.2615,0.621,2.25825
,,,,,,,,,,,,
6,18,11,0,82.01,0.82475,1.855,0.9505,1.6075,2.05475,0.8935,0.6085,4.42825
,,,,,,,,,,,,
6,18,12,0,83.31,0.744,1.65775,1.48975,1.98175,1.1115,1.35425,0.90175,4.96425
,,,,,,,,,,,,
6,18,13,0,87.12,0.747,1.9475,1.59175,5.19275,2.95725,1.1735,1.4025,4.1745
,,,,,,,,,,,,
6,18,14,0,87.73,0.7485,1.8095,1.8675,2.755,1.68075,1.14875,1.35575,4.921
,,,,,,,,,,,,
6,18,15,0,88.6,0.743,2.09875,1.8615,2.83925,2.41075,1.1935,1.27125,4.68525
,,,,,,,,,,,,
6,18,16,0,89.88,3.26375,2.51325,1.8135,0.96375,2.14175,0.963,3.02325,4.53175
,,,,,,,,,,,,
6,18,17,0,89.32,5.6195,3.48725,3.0845,3.71225,2.3775,1.949,3.14075,5.548
,,,,,,,,,,,,
6,18,18,0,88.8,6.777,3.42125,3.97325,3.1135,2.212,1.7845,3.16075,5.48375
,,,,,,,,,,,,
6,18,19,0,86.52,6.2045,2.79725,2.99725,2.60825,2.26725,1.647,2.88725,4.04325
,,,,,,,,,,,,
6,18,20,0,83.19,5.8415,2.0975,2.048,2.4735,2.1415,1.16775,2.839,3.63325
,,,,,,,,,,,,
6,18,21,0,79.89,5.14275,1.85225,1.0855,3.8175,1.36975,0.71725,2.27325,3.261
,,,,,,,,,,,,
6,18,22,0,78.34,5.17625,2.24025,1.2265,1.516,1.082,0.564,4.669,4.208
,,,,,,,,,,,,
6,18,23,0,77.82,4.31375,1.68025,1.02325,1.41025,1.35675,0.296,3.50025,3.94775
,,,,,,,,,,,,
6,19,0,1,77.44,4.23825,1.42875,0.97625,1.25975,0.422,0.5525,4.58975,2.488
,,,,,,,,,,,,
6,19,1,1,76.27,4.31475,1.337,0.72475,0.5585,0.4345,0.2945,3.2995,2.13925
,,,,,,,,,,,,
6,19,2,1,75.4,3.637,1.00775,0.60275,0.5135,0.97575,0.274,1.526,1.55375
,,,,,,,,,,,,
6,19,3,1,75.24,2.18475,1.3005,0.40325,1.26225,0.41725,0.2705,1.40075,1.7215
,,,,,,,,,,,,
6,19,4,1,75.15,2.00825,0.99875,0.47825,0.61125,0.3855,0.424,1.26525,1.82275
,,,,,,,,,,,,
6,19,5,1,74.99,1.07575,1.1725,0.62075,0.51275,0.3975,0.35075,1.34025,1.877
,,,,,,,,,,,,
6,19,6,1,74.53,0.96125,1.23175,0.45925,0.7315,0.3975,1.22925,1.47825,1.717
,,,,,,,,,,,,
6,19,7,1,74.23,1.79,0.96675,0.567,0.889,1.34525,0.56225,0.788,1.50675
,,,,,,,,,,,,
6,19,8,1,74.61,1.431,1.0545,0.468,1.60175,0.56725,1.124,0.98325,1.77275
,,,,,,,,,,,,
6,19,9,1,74.99,1.376,1.75575,0.4305,1.018,0.49475,0.36825,0.8145,1.76225
,,,,,,,,,,,,
6,19,10,1,76.02,1.46925,1.75725,0.454,1.8345,1.015,0.28375,0.7605,3.1215
,,,,,,,,,,,,
6,19,11,1,76.88,1.51575,1.59075,0.44775,2.1815,0.87175,0.4745,0.659,2.602
,,,,,,,,,,,,
6,19,12,1,79.05,1.501,1.80675,0.65275,1.81725,0.89375,0.45125,0.80775,4.2545
,,,,,,,,,,,,
6,19,13,1,78.38,3.037,1.451,0.502,0.8845,1.16275,1.00875,4.08125,2.90025
,,,,,,,,,,,,
6,19,14,1,77,0.81275,1.297,0.5065,1.6935,0.942,1.02075,1.92375,3.377
,,,,,,,,,,,,
6,19,15,1,76.77,0.79775,1.6835,0.6825,1.3855,0.9545,0.90425,0.8595,2.96375
,,,,,,,,,,,,
6,19,16,1,73.44,2.44,1.31475,0.70025,1.3575,0.51125,1.063,1.39925,2.11725
,,,,,,,,,,,,
6,19,17,1,75.99,0.99725,1.03025,1.57225,1.8145,1.55575,1.0055,2.44825,3.03175
,,,,,,,,,,,,
6,19,18,1,76.06,3.334,1.83075,1.1125,1.887,1.60975,1.39375,1.83375,2.521
,,,,,,,,,,,,
6,19,19,1,76.71,3.511,2.57975,1.22175,0.69,1.8725,1.31725,2.01475,3.3955
,,,,,,,,,,,,
6,19,20,1,76.26,3.55125,1.672,0.86325,1.321,1.08975,0.92275,2.10725,3.3555
,,,,,,,,,,,,
6,19,21,1,75.55,4.80975,2.11425,0.52825,0.629,0.6295,0.99575,2.6655,3.37125
,,,,,,,,,,,,
6,19,22,1,75.35,4.71325,1.724,2.57875,1.61075,1.1865,0.384,3.38575,4.28325
,,,,,,,,,,,,
6,19,23,1,75.46,3.98325,1.70275,2.27775,0.59325,0.60775,0.30625,3.632,4.3565
,,,,,,,,,,,,
6,20,0,2,75.73,2.57975,1.636,2.03575,0.5285,0.47525,0.25775,3.8985,3.227
,,,,,,,,,,,,
6,20,1,2,75.79,1.91125,2.3555,0.583,0.5505,1.0035,0.2735,1.5025,1.69575
,,,,,,,,,,,,
6,20,2,2,75.64,3.302,1.59975,0.5375,0.559,0.42,0.3105,1.1845,1.456
,,,,,,,,,,,,
6,20,3,2,75.43,1.1575,1.731,0.3765,0.54625,0.52875,0.27175,1.13725,1.932
,,,,,,,,,,,,
6,20,4,2,75.1,2.3515,1.47875,0.38675,1.0885,0.458,0.257,1.30375,1.4065
,,,,,,,,,,,,
6,20,5,2,74.88,0.99175,1.44275,0.37975,0.46625,0.36525,0.5305,1.385,1.47975
,,,,,,,,,,,,
6,20,6,2,74.89,0.90625,1.3985,0.7365,0.45325,0.412,1.0415,1.36825,1.50625
,,,,,,,,,,,,
6,20,7,2,75.01,2.1055,1.46925,1.0505,0.482,1.29275,0.57,0.6315,1.61525
,,,,,,,,,,,,
6,20,8,2,75.71,1.6685,1.69125,0.84175,0.57475,0.805,1.04775,0.894,1.6075
,,,,,,,,,,,,
6,20,9,2,76.44,1.1135,2.168,0.63525,1.34625,0.496,0.60825,0.90575,1.44
,,,,,,,,,,,,
6,20,10,2,75.47,0.80175,2.12675,0.63375,0.60475,0.48525,0.51025,0.7455,1.31475
,,,,,,,,,,,,
6,20,11,2,77.72,0.7715,1.84875,0.634,2.08175,0.8455,0.47875,0.9075,2.75475
,,,,,,,,,,,,
6,20,12,2,79.79,0.90575,2.06225,0.54025,1.924,0.89325,1.26825,0.901,3.0065
,,,,,,,,,,,,
6,20,13,2,80.52,0.70775,2.11375,0.66725,4.0325,1.47025,0.7275,0.7685,3.95375
,,,,,,,,,,,,
6,20,14,2,81.39,0.706,2.1895,1.2785,2.97925,1.4105,0.42325,1.3365,3.13575
,,,,,,,,,,,,
6,20,15,2,81.17,0.71975,2.184,1.57125,2.24025,0.4905,0.64475,1.29475,3.567
,,,,,,,,,,,,
6,20,16,2,81.42,0.644,1.8425,1.528,2.14675,2.006,0.7015,1.37975,3.18725
,,,,,,,,,,,,
6,20,17,2,81.17,0.9635,2.29575,1.7875,2.25275,0.8155,2.53925,2.953,2.596
,,,,,,,,,,,,
6,20,18,2,80.84,6.499,2.0645,1.7975,2.561,2.3855,0.795,3.55925,2.39025
,,,,,,,,,,,,
6,20,19,2,79.44,4.9445,2.34575,1.506,2.3545,1.39825,0.85475,3.11325,5.75725
,,,,,,,,,,,,
6,20,20,2,78.27,2.74525,2.46225,1.234,2.35325,1.15825,0.8425,4.18325,3.9265
,,,,,,,,,,,,
6,20,21,2,77.74,4.4565,1.82525,1.1155,1.98475,1.17325,0.614,3.84375,4.121
,,,,,,,,,,,,
6,20,22,2,77.2,2.88725,1.799,1.28425,1.298,0.5645,0.67525,1.76375,2.47025
,,,,,,,,,,,,
6,20,23,2,76.51,4.7905,1.64675,3.7465,0.96625,1.46575,0.38725,1.6635,2.24525
,,,,,,,,,,,,
6,21,0,3,75.74,4.24975,1.4215,0.9255,0.6465,0.8885,0.3845,1.4655,2.15525
,,,,,,,,,,,,
6,21,1,3,74.6,2.4405,1.448,0.92225,1.4085,0.38075,0.3555,1.3495,1.65825
,,,,,,,,,,,,
6,21,2,3,74.21,2.54,1.03525,0.67575,0.6405,0.402,0.35225,1.434,1.505
,,,,,,,,,,,,
6,21,3,3,74.01,3.008,1.829,0.5495,0.67625,0.3795,0.376,1.39575,1.51625
,,,,,,,,,,,,
6,21,4,3,73.92,0.65975,0.971,0.53475,1.15925,0.36825,0.383,1.21825,1.5075
,,,,,,,,,,,,
6,21,5,3,73.7,0.66775,0.57475,0.40025,0.44725,0.38225,1.46225,1.09975,1.33925
,,,,,,,,,,,,
6,21,6,3,74.07,0.8645,0.56475,0.53325,0.44425,0.384,1.0935,1.682,0.9765
,,,,,,,,,,,,
6,21,7,3,74.21,1.299,0.5715,0.711,0.62725,0.70525,0.385,0.78975,1.40225
,,,,,,,,,,,,
6,21,8,3,75.08,1.77425,0.58975,0.55975,1.63525,1.49875,1.21975,0.61725,2.9025
,,,,,,,,,,,,
6,21,9,3,76.4,1.577,1.08775,0.67325,2.6585,0.58,0.56525,0.59975,2.58975
,,,,,,,,,,,,
6,21,10,3,79.79,1.668,1.53625,0.55725,3.603,2.2375,0.482,0.62875,4.067
,,,,,,,,,,,,
6,21,11,3,83.61,1.66625,2.6355,0.55325,5.18025,2.081,2.48575,0.641,4.00025
,,,,,,,,,,,,
6,21,12,3,86.05,1.72625,2.0155,1.34275,2.68575,2.9165,1.44,0.61275,4.4
,,,,,,,,,,,,
6,21,13,3,87.53,2.4885,2.05425,2.13175,0.67225,2.877,0.85775,0.773,4.48625
,,,,,,,,,,,,
6,21,14,3,89.18,2.13525,1.951,1.901,0.69325,2.74025,1.08775,2.321,4.6065
,,,,,,,,,,,,
6,21,15,3,90.52,1.9175,1.81175,1.91975,2.7795,0.72275,1.21275,1.81475,4.55225
,,,,,,,,,,,,
6,21,16,3,91.23,2.03275,2.10625,2.67825,3.839,2.951,1.47925,2.88225,4.56625
,,,,,,,,,,,,
6,21,17,3,92.2,4.99375,1.88625,4.28675,3.293,3.89425,1.41175,2.8805,4.3635
,,,,,,,,,,,,
6,21,18,3,92.15,5.24,1.6145,6.29725,4.559,2.83525,1.5205,2.82275,4.117
,,,,,,,,,,,,
6,21,19,3,90.57,4.406,1.47525,2.50225,4.27125,3.129,1.6805,2.76225,4.097
,,,,,,,,,,,,
6,21,20,3,89.06,2.79675,1.265,2.06625,2.8655,2.70625,1.4565,2.6915,3.93925
,,,,,,,,,,,,
6,21,21,3,85.66,5.55275,1.251,2.28975,2.4985,1.95675,1.39275,1.91575,4.60925
,,,,,,,,,,,,
6,21,22,3,84.11,5.59425,1.2845,3.04725,2.24675,1.5035,0.86225,1.71325,5.30525
,,,,,,,,,,,,
6,21,23,3,82.28,5.301,1.62375,2.72875,2.01825,0.98125,0.71025,1.604,3.72225
,,,,,,,,,,,,
6,22,0,4,80.96,4.91225,1.29025,2.16675,1.34375,1.4625,0.673,1.3775,3.39425
,,,,,,,,,,,,
6,22,1,4,79.4,4.408,1.0475,0.93075,1.2985,0.42175,0.412,1.292,2.4165
,,,,,,,,,,,,
6,22,2,4,78.36,3.9755,1.0825,0.873,1.30325,0.412,0.662,1.25375,1.93625
,,,,,,,,,,,,
6,22,3,4,77.39,3.09675,0.93025,0.72575,0.631,0.878,0.64125,1.1785,1.83
,,,,,,,,,,,,
6,22,4,4,76.6,1.371,0.72475,0.55025,1.3845,0.40975,0.40775,1.21125,1.78525
,,,,,,,,,,,,
6,22,5,4,76.6,0.60225,0.99375,0.53225,0.61225,0.405,0.662,1.0375,1.56375
,,,,,,,,,,,,
6,22,6,4,76.6,0.822,0.6445,0.6885,1.296,0.946,2.329,0.82225,1.54075
,,,,,,,,,,,,
6,22,7,4,77.06,1.023,0.95475,0.61675,1.31575,1.19825,0.568,0.73825,1.46775
,,,,,,,,,,,,
6,22,8,4,78.39,1.51575,0.83725,0.51425,1.41725,1.175,1.12975,0.60075,1.90675
,,,,,,,,,,,,
6,22,9,4,80.38,1.36525,1.53875,0.5205,1.4995,0.8365,0.76875,0.59975,4.23925
,,,,,,,,,,,,
6,22,10,4,84.22,0.88175,2.6025,0.4955,2.21125,1.52125,1.502,0.635,6.34825
,,,,,,,,,,,,
6,22,11,4,86.635,0.8465,2.437,0.981,2.49625,0.99825,0.95175,0.6345,6.15
,,,,,,,,,,,,
6,22,12,4,89.05,0.78775,3.37475,1.74425,3.714,3.82075,1.379,0.607,6.1045
,,,,,,,,,,,,
6,22,13,4,91.42,0.908,3.44425,1.981,3.6845,2.3595,1.478,0.5925,6.49875
,,,,,,,,,,,,
6,22,14,4,94.09,0.81875,2.876,1.928,3.44225,3.34275,1.56775,2.72975,7.374
,,,,,,,,,,,,
6,22,15,4,95.4,3.61275,3.3695,2.36075,4.107,2.90025,1.7815,2.8145,7.039
,,,,,,,,,,,,
6,22,16,4,96.35,0.7815,3.33175,2.2625,2.89625,4.071,1.61,3.003,5.19575
,,,,,,,,,,,,
6,22,17,4,96.82,1.84,3.7335,3.98625,0.7005,3.3135,1.7775,2.9965,5.6875
,,,,,,,,,,,,
6,22,18,4,95.88,5.532,3.49875,6.462,0.64725,3.01525,2.19675,2.9355,5.11275
,,,,,,,,,,,,
6,22,19,4,95.5,6.046,3.49025,2.976,3.1515,3.06725,1.717,2.8935,5.2705
,,,,,,,,,,,,
6,22,20,4,93.67,5.25475,3.4885,2.4885,3.9715,2.93775,1.763,2.80725,5.51
,,,,,,,,,,,,
6,22,21,4,90.91,5.35975,3.32475,1.824,2.94525,2.3605,1.29725,2.706,5.9395
,,,,,,,,,,,,
6,22,22,4,88.74,5.2415,3.14325,1.4265,3.24375,2.061,0.7465,1.9585,5.16525
,,,,,,,,,,,,
6,22,23,4,86.11,5.20675,2.56225,1.29275,2.21075,2.01975,0.962,1.8485,4.7435
,,,,,,,,,,,,
6,23,0,5,83.84,5.161,2.1915,1.13625,1.7675,1.09925,0.6815,1.72225,3.91425
,,,,,,,,,,,,
6,23,1,5,82.03,4.58925,1.371,1.13325,1.6325,1.41075,0.77275,1.5815,3.35625
,,,,,,,,,,,,
6,23,2,5,80.39,4.49725,1.17375,0.89125,1.227,0.82025,0.59175,1.31375,3.2005
,,,,,,,,,,,,
6,23,3,5,79.16,3.469,1.18375,0.80425,1.24425,1.00775,0.69975,1.22275,2.47625
,,,,,,,,,,,,
6,23,4,5,78.24,0.78625,1.1655,0.7775,1.26675,0.86975,0.6815,1.289,2.228
,,,,,,,,,,,,
6,23,5,5,77.35,0.68525,0.7185,0.59775,0.49025,1.3065,0.942,1.10725,2.26825
,,,,,,,,,,,,
6,23,6,5,76.56,2.54425,1.02525,0.5815,1.2245,0.43975,1.358,0.85325,2.01375
,,,,,,,,,,,,
6,23,7,5,75.97,1.27025,0.6325,0.4565,0.893,0.42125,1.59225,1.1065,1.5965
,,,,,,,,,,,,
6,23,8,5,76.84,3.206,1.0875,0.43675,1.93425,1.168,1.0235,1.25025,2.5095
,,,,,,,,,,,,
6,23,9,5,78.9,2.48975,1.688,0.45625,2.0575,1.742,1.20375,0.63425,4.27475
,,,,,,,,,,,,
6,23,10,5,82.53,1.90225,2.4095,0.79975,2.349,1.144,0.91625,0.432,4.11175
,,,,,,,,,,,,
6,23,11,5,86.64,2.028,2.474,1.0295,3.33175,2.99825,0.91625,0.23475,6.4105
,,,,,,,,,,,,
6,23,12,5,89.06,6.42075,2.362,1.62625,4.33975,1.9415,1.815,0.26125,5.08525
,,,,,,,,,,,,
6,23,13,5,91.48,2.90125,2.888,1.567,4.17825,2.696,1.464,0.2885,5.9765
,,,,,,,,,,,,
6,23,14,5,93.46,5.44075,3.0495,1.89525,4.40425,3.42,1.88325,0.3015,4.763
,,,,,,,,,,,,
6,23,15,5,95.27,0.757,2.93225,2.02075,4.65425,3.936,1.3695,0.2795,4.63975
,,,,,,,,,,,,
6,23,16,5,96.22,0.74575,2.032,3.4935,4.51975,3.6275,1.41425,0.26,4.62225
,,,,,,,,,,,,
6,23,17,5,96.28,1.14,2.19175,4.154,2.96725,3.48075,1.54025,0.282,4.16075
,,,,,,,,,,,,
6,23,18,5,94.58,5.2155,2.35975,4.73875,3.24125,3.75025,2.3145,0.30375,4.6895
,,,,,,,,,,,,
6,23,19,5,93.47,5.08575,2.928,4.158,4.028,2.9705,1.2735,0.2845,5.414
,,,,,,,,,,,,
6,23,20,5,90.82,4.84625,2.924,3.582,3.002,2.441,1.4225,1.4445,5.05925
,,,,,,,,,,,,
6,23,21,5,87.6,4.79425,3.0555,1.9685,3.86425,2.01725,1.33025,0.49425,4.7315
,,,,,,,,,,,,
6,23,22,5,84.85,4.0465,2.56325,1.8635,3.8865,1.7435,0.76175,0.30625,3.612
,,,,,,,,,,,,
6,23,23,5,82.97,4.89275,3.26925,1.80775,2.38525,1.51525,1.0075,0.28425,3.28
,,,,,,,,,,,,
6,24,0,6,82.11,5.20425,1.99425,1.28025,1.54,1.41225,0.69025,0.26525,2.347
,,,,,,,,,,,,
6,24,1,6,81.18,4.8075,1.26725,1.1445,1.3155,1.02975,0.672,0.28525,3.20775
,,,,,,,,,,,,
6,24,2,6,80.83,4.49425,1.12875,1.1265,0.51425,0.77575,0.63725,0.31025,2.9395
,,,,,,,,,,,,
6,24,3,6,80.41,3.48025,1.00425,1.1585,1.3645,0.96125,0.4025,0.28025,2.6485
,,,,,,,,,,,,
6,24,4,6,79.71,3.5995,1.078,2.08875,1.3305,0.41125,0.67575,0.26375,2.44725
,,,,,,,,,,,,
6,24,5,6,79.19,3.23825,1.15375,2.212,0.522,1.52825,1.82975,0.29375,2.19
,,,,,,,,,,,,
6,24,6,6,78.74,2.5005,1.11925,1.757,0.74475,0.36725,1.63875,0.30925,2.12075
,,,,,,,,,,,,
6,24,7,6,78.01,0.7065,0.6745,0.49225,1.12875,1.096,0.532,0.278,2.776
,,,,,,,,,,,,
6,24,8,6,78.93,0.6965,1.54,0.5215,2.9165,0.8445,1.49275,0.263,3.1895
,,,,,,,,,,,,
6,24,9,6,81.31,0.8295,2.3695,0.8075,3.5085,1.495,1.1725,0.29325,3.17525
,,,,,,,,,,,,
6,24,10,6,83.95,1.053,1.58625,1.07775,3.2025,2.1705,0.89075,0.31025,4.2575
,,,,,,,,,,,,
6,24,11,6,86.74,1.097,1.891,2.21575,2.93025,1.38525,0.8235,1.609,3.5805
,,,,,,,,,,,,
6,24,12,6,89.88,1.097,2.20825,2.27425,4.1895,2.387,1.2015,0.56725,4.90025
,,,,,,,,,,,,
6,24,13,6,92.35,1.4985,1.4765,2.48325,2.91925,3.04075,1.048,0.30425,4.836
,,,,,,,,,,,,
6,24,14,6,93.77,5.6005,1.947,2.2675,1.09925,3.15075,1.28425,1.73375,4.9865
,,,,,,,,,,,,
6,24,15,6,94.97,3.15875,4.30525,6.3075,3.22125,2.98825,1.53175,0.93225,4.99975
,,,,,,,,,,,,
6,24,16,6,95.325,5.1615,3.7765,4.26475,4.07325,3.33825,1.52075,1.19075,5.1175
,,,,,,,,,,,,
6,24,17,6,95.68,5.667,3.218,3.00775,2.79775,2.6665,1.50925,2.55975,5.8285
,,,,,,,,,,,,
6,24,18,6,94.72,5.88725,2.7765,4.4755,1.72725,3.06425,2.53825,0.25475,4.8325
,,,,,,,,,,,,
6,24,19,6,92.44,5.8085,1.9445,3.484,0.72875,2.698,1.71125,2.4175,4.62225
,,,,,,,,,,,,
6,24,20,6,90.11,6.13575,2.06075,2.4435,1.31425,1.9765,1.36325,0.39925,4.045
,,,,,,,,,,,,
6,24,21,6,86.43,5.35625,2.66225,1.94575,3.95925,2.15075,1.26425,0.3105,3.02925
,,,,,,,,,,,,
6,24,22,6,84.92,4.929,3.05425,3.04475,2.62575,1.4165,0.92025,0.278,5.48675
,,,,,,,,,,,,
